Unicode|Character New/Shinjitai|Order|Old/Kyūjitai|Radical|Strokes|Grade|Year added|English meaning|Readings|Readings Rōmaji
0x009732|露|2114||雨|21|S||dew|ロ、（ロウ）、つゆ|ro, (rō), tsuyu
0x008001|老|2115||老|6|4||old man|ロウ、お-いる、ふ-ける|rō, o-iru, fu-keru
0x0052b4|労|2116|勞|力|7|4||labour|ロウ|rō
0x005f04|弄|2117||廾|7|S|2010|tamper with|ロウ、もてあそ-ぶ|rō, moteaso-bu
0x0090ce|郎|2118|郞|邑|9|S||son|ロウ|rō
0x006717|朗|2119|朗 [4]|月|10|6||melodious|ロウ、ほが-らか|rō, hoga-raka
0x006d6a|浪|2120||水|10|S||wandering|ロウ|rō
0x005eca|廊|2121|廊 [4]|广|12|S||corridor|ロウ|rō
0x00697c|楼|2122|樓|木|13|S||watchtower|ロウ|rō
0x006f0f|漏|2123||水|14|S||leak|ロウ、も-る、も-れる、も-らす|rō, mo-ru, mo-reru, mo-rasu
0x007c60|籠|2124||竹|22|S|2010|basket|ロウ、かご、こ-もる|rō, kago, ko-moru
0x00516d|六|2125||八|4|1||six|ロク、む、む-つ、むっ-つ、（むい）|roku, mu, mu-tsu, mu'-tsu, (mui)
0x009332|録|2126|錄|金|16|4||record|ロク|roku
0x009e93|麓|2127||鹿|19|S|2010|foot of a mountain|ロク、ふもと|roku, fumoto
0x008ad6|論|2128||言|15|6||theory|ロン|ron
0x00548c|和|2129||口|8|3||peace|ワ、（オ）、やわ-らぐ、やわ-らげる、なご-む、なご-やか|wa, (o), yawa-ragu, yawa-rageru, nago-mu, nago-yaka
0x008a71|話|2130||言|13|2||talk|ワ、はな-す、はなし|wa, hana-su, hanashi
0x008cc4|賄|2131||貝|13|S||bribe, board|ワイ、まかな-う|wai, makana-u
0x008107|脇|2132||肉|10|S|2010|aside|わき|waki
0x0060d1|惑|2133||心|12|S||beguile|ワク、まど-う|waku, mado-u
0x0067a0|枠|2134||木|8|S|1981|frame|わく|waku
0x006e7e|湾|2135|灣|水|12|S||gulf|ワン|wan
0x008155|腕|2136||肉|12|S||arm|ワン、うで|wan, ude
